Airline,Review No,Sentence No,Sentence,Luggage,Staff,In-flight/on-board service,Airline as a whole,Service before and after the flight,Flight in general,Comfort while waiting,Meals,Cabin,Transportation to the plane
Turkish ALs,79,474,Turkish airlines is not reliable.,0,0,0,1,0,0,0,0,0,0
Turkish ALs,79,475,They sell their ticket cheaper than other airlines but it is all an scam.,0,0,0,0,1,0,0,0,0,0
Turkish ALs,79,476,A week before my trip they cancelled my flight.,0,0,0,0,1,0,0,0,0,0
Turkish ALs,79,477,"The same thing happened to my friend, her flight got cancelled two weeks before her trip.",0,0,0,0,1,0,0,0,0,0
Turkish ALs,79,478,"A year later, I could not still got my money back, so I asked for a voucher.",0,0,0,0,1,0,0,0,0,0
Turkish ALs,79,479,"Better than nothing, I guess!",0,0,0,0,3,0,0,0,0,0
Turkish ALs,79,480,Turkish airlines is awful!,0,0,0,1,0,0,0,0,0,0
Turkish ALs,79,481,Even though I have a voucher with them I know I won't travel with them ever again!,0,0,0,1,0,0,0,0,0,0
Turkish ALs,80,482,A 13+ hr flight and was only fed twice.,0,0,1,0,0,0,0,2,0,0
Turkish ALs,80,483,"Not even a snack in between but then again, I was flying economy.",0,0,1,0,0,0,0,2,0,0
Turkish ALs,80,484,Make sure you carry food on longer flights or you will starve.,0,0,1,0,0,0,0,1,0,0
Turkish ALs,80,485,The food options are terrible.,0,0,1,0,0,0,0,1,0,0
Turkish ALs,80,486,The saving grace is their entertainment system.,0,0,4,0,0,0,0,0,5,0
Turkish ALs,81,487,My elderly in laws had a flight booked from Toronto Turkey to Iraq (their home country).,0,0,0,0,0,0,0,0,0,0
Turkish ALs,81,488,They are not vaccinated but had a negative PCR test within 48 hours.,0,0,0,0,0,0,0,0,0,0
Turkish ALs,81,489,The federal government guidelines said that they would still be able to travel with this to get back to their home country.,0,0,0,0,0,0,0,0,0,0
Turkish ALs,81,490,They were denied by Turkish airlines at the airport due to being unvaccinated.,0,0,0,0,1,0,0,0,0,0
Turkish ALs,81,491,"Upon filing a feedback complaint with the airlines, the customer service rep tole me they cannot do anything because of Turkey's policies.",0,0,0,0,1,0,0,0,0,0
Turkish ALs,81,492,The government website for the Istanbul airport however clearly states that unvaccinated individuals can arrive so long as they have a negative PCR test.,0,0,0,0,1,0,0,0,0,0
Turkish ALs,81,493,Yet the airlines will not budge.,0,0,0,1,0,0,0,0,0,0
Turkish ALs,81,494,"My in laws are over 60, and have many health comorbidities.",0,0,0,0,0,0,0,0,0,0
Turkish ALs,81,495,Their English is poor and they asked the airline rep at the airport to speak to myself or my husband via phone and they immediately refused.,0,1,0,0,1,0,0,0,0,0
Turkish ALs,81,496,My in laws had no other option and were essentially stranded at the airport.,0,0,0,0,1,0,0,0,0,0
Turkish ALs,81,497,"After a long drive to get to Toronto, they were forced to drive back to Windsor at 10pm in the evening.",0,0,0,0,1,0,0,0,0,0
Turkish ALs,81,498,This is unacceptable.,0,0,0,1,0,0,0,0,0,0
Turkish ALs,81,499,Please be very careful when booking with this airline.,0,0,0,1,0,0,0,0,0,0
Turkish ALs,81,500,Their customer service reps are very rude and unhelpful and clearly make up their own rules despite federal government policy.,0,1,0,0,1,0,0,0,0,0
Turkish ALs,81,501,I am appalled at what happened here and will ensure that none of my family and friends ever travel with this airline.,0,0,0,1,0,0,0,0,0,0
Turkish ALs,81,502,Shame on them for the treatment of elderly people in this way.,0,0,0,1,0,0,0,0,0,0
Turkish ALs,82,503,What do you call a company that refuses to accommodate a customer that could not travel due to COVID RESTRISCTION.,0,0,0,1,0,0,0,0,0,0
Turkish ALs,82,504,"Literally, 25 calls to their 800 numbers, several online feedbacks , direct visit to a sales office that claims that they are not sales office despite having their info on the official website ?",0,0,0,0,1,0,0,0,0,0
Turkish ALs,82,505,"Also, none of the 20 associates that I talked to have supervisors :)",0,1,0,0,1,0,0,0,0,0
Turkish ALs,82,506,SHOKING.,0,0,0,0,1,0,0,0,0,0
Turkish ALs,82,507,NO REFUND or EXTENDED VOUCHER ?,0,0,0,0,1,0,0,0,0,0
Turkish ALs,82,508,I can't come up with any definition except THIEFS.,0,0,0,1,0,0,0,0,0,0
Turkish ALs,82,509,The will pocket customer money with no respect.,0,0,0,0,1,0,0,0,0,0
Turkish ALs,82,510,"To put things into perspective, myself and my family would purchases tickets through Turkish Airlines all the time when we would have a chance for the last several years.",0,0,0,5,0,0,0,0,0,0
Turkish ALs,82,511,They don't care if you are new or old customer unfortunately.,0,0,0,1,0,0,0,0,0,0
Turkish ALs,83,512,The CS is terrible.,0,0,0,0,1,0,0,0,0,0
Turkish ALs,83,513,All the flights for pets to the UK are cancelled and we called the CS.,0,0,0,0,0,0,0,0,0,0
Turkish ALs,83,514,They told us that they have space and asked us to buy the ticket while we are still on the phone so that they can make an appointment for us.,0,0,0,0,5,0,0,0,0,0
Turkish ALs,83,515,"Once we buy the ticket, they tell us the plane in the end of Dec have ""no cat availability"" during an almost 1-hour long international phone call.",0,0,0,0,1,0,0,0,0,0
Turkish ALs,83,516,"When we try to get full refund, they said ""We’re sorry that you had to change your travel plans.",0,0,0,0,1,0,0,0,0,0
Turkish ALs,83,517,"To avoid similar problems on future flights, we recommend you take careful notice of your ticket rights specified at reservation.""",0,0,0,0,1,0,0,0,0,0
Turkish ALs,83,518,This is so disgraceful.,0,0,0,1,0,0,0,0,0,0
Turkish ALs,83,519,I didn't change my plan.,0,0,0,0,1,0,0,0,0,0
Turkish ALs,83,520,"It is your staff who has made the mistake, telling us to purchase the ticket.",0,1,0,0,1,0,0,0,0,0
Turkish ALs,83,521,I highly recommend people who would want to fly with this airline to think twice before buying ticket from this company.,0,0,0,1,0,0,0,0,0,0
Turkish ALs,83,522,Their CS is terrible and they put the fault on their customers.,0,0,0,0,1,0,0,0,0,0
Turkish ALs,83,523,Updates I don’t exactly understand what do you mean.,0,0,0,0,0,0,0,0,0,0
Turkish ALs,83,524,I am seeking for full cash refund for the very first minute complaining.,0,0,0,0,1,0,0,0,0,0
Turkish ALs,83,525,Why on earth do I need to have this refunded cheque when your service is like this?,0,0,0,0,1,0,0,0,0,0
Turkish ALs,83,526,Is this what you call customer service?,0,0,0,0,1,0,0,0,0,0
Turkish ALs,83,527,Please tell me clearly how much I have spent on the ticket and what I get in return.,0,0,0,0,1,0,0,0,0,0
Turkish ALs,83,528,"When I have wasted so much of my time, I am not afraid to spend even more for your “service”.",0,0,0,0,1,0,0,0,0,0
Turkish ALs,83,529,I have spent HK$2382 on the ticket and HK$2262 on the luggage and you are telling me you are only returning me HK$1883.,0,0,0,0,1,0,0,0,0,0
Turkish ALs,83,530,Do you think I am a joke to you?,0,0,0,1,1,0,0,0,0,0
Turkish ALs,84,531,They scheduled my flights so close together.,0,0,0,0,2,0,0,0,0,0
Turkish ALs,84,532,"One was late landing so after exiting the plane running through the airport and security again, they closed my gate.",0,0,0,0,1,0,0,0,0,0
Turkish ALs,84,533,I spent another 8 hrs in the airport waiting on the next 11hr flight.,0,0,0,0,1,0,0,0,0,0
Turkish ALs,84,534,Smh,0,0,0,1,1,0,0,0,0,0
Turkish ALs,85,535,Beware of the theft!,1,0,0,1,1,0,0,0,0,0
Turkish ALs,85,536,"My mother was flying with Turkish airlines in October and of course, her suitcase didn't arrive ...",1,0,0,0,1,0,0,0,0,0
Turkish ALs,85,537,"After about a week they delivered it, but everything that could cost money was stolen from it!",1,0,0,0,1,0,0,0,0,0
Turkish ALs,85,538,"And it's been a while, but we didn't get any updates and no reimbursement for the cost of the stolen things.",1,0,0,0,1,0,0,0,0,0
Turkish ALs,85,539,Total disrespect to their customers!!!,0,0,0,0,1,0,0,0,0,0
Turkish ALs,85,540,Make sure if you have to fly with Turkish to close your suitcase really well with complicated locker because in our case they opened a simple one.,1,0,0,0,1,0,0,0,0,0
Turkish ALs,85,541,"But in general, I'd advise not to trust the company where they steal and fly with other airlines.",1,0,0,1,0,0,0,0,0,0
Turkish ALs,85,542,"Even if the ticket is a bit more expensive, the cost of the stolen things can result in loss of more money!",1,0,0,1,0,0,0,0,0,0
Turkish ALs,86,543,My wife and I have just returned from a 2 week holiday in The Maldives ( November/December),0,0,0,0,0,0,0,0,0,0
Turkish ALs,86,544,"The airline we chose to fly on was Turkish Airline, mainly because of the Covid Procedures that they claimed to practice on board.",0,0,5,0,0,0,0,0,0,0
Turkish ALs,86,545,"Obviously , Covid is playing a large part in all our lives and normally we would not have risked flying, but, it being my 60th Birthday, and swallowing all the claims made by Turkish Airline we thought we would travel with them and be safe.",0,0,5,0,0,0,0,0,0,0
Turkish ALs,86,546,The routes we travelled were Malaga/Istanbul/Maldives and then the same flights home but in reverse order.,0,0,0,0,0,0,0,0,0,0
Turkish ALs,86,547,My review of the problems we encountered concentrates mainly on the return leg the journey from Maldives to Istanbul .,0,0,0,0,0,2,0,0,0,0
Turkish ALs,86,548,"But let me make this clear, there were issues relating to Covid Protocol breaches on all flights.",0,0,1,1,0,0,0,0,0,0
Turkish ALs,86,549,"The review would be ridiculously long if I explained all the issues I had encountered on our “Experience”, so let me outline the safety concerns re Covid on the Male to Istanbul leg of our trip.",0,0,1,0,0,1,0,0,0,0
Turkish ALs,86,550,Having boarded the flight an inflight announcement was made detailing the Airlines’ “Hygiene Expert”.was on board to ensure all the passengers safely.,0,0,5,0,0,0,0,0,0,0
Turkish ALs,86,551,Could we refrain from eating at the same time as other passengers seated on the same row.,0,0,1,0,0,0,0,3,0,0
Turkish ALs,86,552,"Masks had been provided at the door to the aircraft, together with other little items such as anti septic wipes and a bottle of gel sanitiser.",0,0,0,0,5,0,0,0,0,0
Turkish ALs,86,553,As on the earlier flights we thought “oh we will be ok on this leg” but in the back of our minds we knew we wouldn't be because of our on board experiences on the previous recent flight.,0,0,1,0,0,1,0,0,0,0
Turkish ALs,86,554,"The first problem I noticed that was the female passenger in the row immediately infant of my wife did not have a mask , neither worn, nor around her neck.",0,0,1,0,0,0,0,0,0,0
Turkish ALs,86,555,After perhaps 30 minutes of being in her proximity I decided to inform the crew.,0,0,1,0,0,0,0,0,0,0
Turkish ALs,86,556,"At this point the Seat Belt signs were on, the aisles were clear.",0,0,0,0,0,0,0,0,0,0
Turkish ALs,86,557,Crew members had walked past this female many many times and failed to notice her being maskless.,0,0,1,0,0,0,0,0,0,0
Turkish ALs,86,558,The first crew member I spoke to was a male who when I asked “ Are masks compulsory on here or not?”,0,0,0,0,0,0,0,0,0,0
Turkish ALs,86,559,Simply replied “What do you want”.,0,2,1,0,0,0,0,0,0,0
Turkish ALs,86,560,I pointed out the female in front of us and asked “where is the “Hygiene Expert” to which he walked away.,0,1,1,0,0,0,0,0,0,0
Turkish ALs,86,561,A minute or so later a female cabin crew member approached me and asked what the issue was.,0,5,5,0,0,0,0,0,0,0
Turkish ALs,86,562,I noticed she had removed there identity badge from her uniform.,0,1,0,0,0,0,0,0,0,0
Turkish ALs,86,563,I informed her that the passenger seated in front was not wearing a mask.,0,0,1,0,0,0,0,0,0,0
Turkish ALs,86,564,The Hygiene Expert confirmed to me that I had to wear a mask when I asked if they were optional.,0,2,1,0,0,0,0,0,0,0
Turkish ALs,86,565,"I was then treated to the most amazing conversation I have ever heard on board an aircraft, conducted in English.",0,1,1,0,0,0,0,0,0,0
Turkish ALs,86,566,It went a little like this: H.E “ Madam you have to wear a mask”,0,5,5,0,0,0,0,0,0,0
Turkish ALs,86,567,"Passenger “ No, I don’t like to”",0,0,0,0,0,0,0,0,0,0
Turkish ALs,86,568,H.E “ You have to wear a mask on the flight”,0,5,5,0,0,0,0,0,0,0
Turkish ALs,86,569,P “ No I don’t like them”,0,0,0,0,0,0,0,0,0,0
Turkish ALs,86,570,"H.E Do you have a medical condition to not wear a mask, a certificate ?”",0,5,5,0,0,0,0,0,0,0
Turkish ALs,86,571,P “No’,0,0,0,0,0,0,0,0,0,0
Turkish ALs,86,572,H.E “ Do you have a scarf or something you can wrap around your face”,0,3,3,0,0,0,0,0,0,0
Turkish ALs,86,573,P “ No”,0,0,0,0,0,0,0,0,0,0
Turkish ALs,86,574,"With that, the Hygiene Expert said “ you need to wear a mask” and walked away.",0,3,3,0,0,0,0,0,0,0
Turkish ALs,86,575,"The female passenger still did not put on a mask, and several members of the crew walked past her and took no action.",0,1,1,0,0,0,0,0,0,0
Turkish ALs,86,576,"Hours went by, I constantly drew the crews attention to the maskless passenger who again took no action.",0,1,1,0,0,0,0,0,0,0
Turkish ALs,86,577,A passenger in seat 52C constantly pointed out the female without the mask to the crew who seemed content to let her travel mask free within a metre of other passengers in a confined space.,0,1,1,0,0,0,0,0,0,0
Turkish ALs,86,578,It gets better.,0,0,0,0,0,2,0,0,0,0
Turkish ALs,86,579,"A meal time with the passenger without the mask just settling back in her reclined seat, meals were served.",0,0,1,0,0,0,0,5,0,0
Turkish ALs,86,580,"My wife , as she received the meal from the “Hygiene Expert” requested that the seat in front of her ( Maskless) be returned to the upright position whilst she ate.",0,0,0,0,0,0,0,0,0,0
Turkish ALs,86,581,"The Hygiene Expert spoke to the passenger, STILL without a mask , asking her to return the seat to the upright position.",0,3,3,0,0,0,0,0,0,0
Turkish ALs,86,582,"The passenger responded by saying “NO, I’m going to sleep”",0,0,1,0,0,0,0,0,0,0
Turkish ALs,86,583,"Straight into the crew members face , without a mask.",0,1,1,0,0,0,0,0,0,0
Turkish ALs,86,584,"The Hygiene Expert then said to my wife “ she won’t do it, she wants to sleep, what can I do?”",0,1,1,0,0,0,0,0,0,0
Turkish ALs,86,585,"We were flabbergasted, my wife spoke to the female passenger who finally , reluctantly agreed to return her seta upright.",0,0,1,0,0,0,0,0,0,0
Turkish ALs,86,586,"With that the cabin crew member made off, leaving the passenger in front of us mask free.",0,1,1,0,0,0,0,0,0,0
Turkish ALs,86,587,"I then saw on many occasions maskless passengers standing, talking in the aisles whilst crew members struggled to get by them.",0,1,1,0,0,0,0,0,0,0
Turkish ALs,86,588,No mask challenges were made.,0,0,1,0,0,0,0,0,0,0
Turkish ALs,86,589,"I have photographs and videos of the Hygiene Expert manoeuvring past them, without any sort of “Put your Mask on”",0,1,1,0,0,0,0,0,0,0
Turkish ALs,86,590,"After 8 hours of this chaotic scene, the Hygiene Expert suddenly appeared and challenged the maskless woman in front of us, saying “ you have refused to do anything on this flight, you have been 8 hours without a mask, we can contact the police , do you know that?",0,5,5,0,0,0,0,0,0,0
Turkish ALs,86,591,I want your name and passport number.,0,5,5,0,0,0,0,0,0,0
Turkish ALs,86,592,“The woman produced a Ukrainian Passport and the details were taken.,0,5,5,0,0,0,0,0,0,0
Turkish ALs,86,593,"I had the pleasure of seeing her full smile as she spoke with some other passenger , still without the mask.",0,2,2,0,0,0,0,0,0,0
Turkish ALs,86,594,"The mask wearing for her did not however appear to be a problem when I saw here shopping in the Istanbul Duty free, the mask was being properly worn.",0,0,0,0,0,0,0,0,0,0
Turkish ALs,86,595,After reflecting on our travel experiences with Turkish Airline I decided to write to them to offer them some feedback and provided them with my mobile number should they wish to discuss the matter.,0,0,1,0,0,0,0,0,0,0
Turkish ALs,86,596,"I also pointed out that I had photos and videos of the passenger conduct on board their flight, and staff members who were no fulfilling their role.",0,1,1,0,0,0,0,0,0,0
Turkish ALs,86,597,"I received a reply that no complaints were made on the relevant flight, hope you fly with us again!",0,0,0,0,0,0,0,0,0,0
Turkish ALs,86,598,"I messaged Turkish Airlines via Facebook and they initiated a further complaint case, but, after a few days I received the same reply, ….",0,0,0,0,1,0,0,0,0,0
Turkish ALs,86,599,"Hepa filters, air changed every 3 minutes, no Complaints were made at the time.",0,0,0,0,2,0,0,0,0,0
Turkish ALs,86,600,Hope I travel with them again.,0,0,0,0,2,0,0,0,0,0
Turkish ALs,86,601,"I can assure them, and you, that having been exposed to high risk on board their flight with maskless passengers wandering around the aircraft unchallenged , passengers eating at the same time next to me, and pretty much an inference that my account has been made up, I will never set foot an one of their aircrafts again.",0,1,1,1,1,1,0,1,0,0
Turkish ALs,86,602,One part of the on board message assure us passengers that “ We are smiling at you behind our masks”,0,5,5,0,0,0,0,0,0,0
Turkish ALs,86,603,"No, You're laughing at us.",0,0,1,1,0,0,0,0,0,0
Turkish ALs,86,604,mask.,0,0,0,0,0,0,0,0,0,0
Turkish ALs,86,605,The Hygiene Expert confirmed to me that I had to wear a mask when I asked if they were optional.,0,5,5,0,0,0,0,0,0,0
Turkish ALs,86,606,"I was then treated to the most amazing conversation I have ever heard on board an aircraft, conducted in English.",0,1,1,0,0,0,0,0,0,0
Turkish ALs,86,607,It went a little like this: H.E “ Madam you have to wear a mask”,0,5,5,0,0,0,0,0,0,0
Turkish ALs,86,608,"Passenger “ No, I don’t like to”",0,0,0,0,0,0,0,0,0,0
Turkish ALs,86,609,H.E “ You have to wear a mask on the flight”,0,5,5,0,0,0,0,0,0,0
Turkish ALs,86,610,P “ No I don’t like them”,0,0,0,0,0,0,0,0,0,0
Turkish ALs,86,611,"H.E Do you have a medical condition to not wear a mask, a certificate ?”",0,5,5,0,0,0,0,0,0,0
Turkish ALs,86,612,P “No’,0,0,0,0,0,0,0,0,0,0
Turkish ALs,86,613,H.E “ Do you have a scarf or something you can wrap around your face”,0,3,3,0,0,0,0,0,0,0
Turkish ALs,86,614,P “ No”,0,0,0,0,0,0,0,0,0,0
Turkish ALs,86,615,"With that, the Hygiene Expert said “ you need to wear a mask” and walked away.",0,3,3,0,0,0,0,0,0,0
Turkish ALs,86,616,"The female passenger still did not put on a mask, and several members of the crew walked past her and took no action.",0,1,1,0,0,0,0,0,0,0
Turkish ALs,86,617,"Hours went by, I constantly drew the crews attention to the maskless passenger who again took no action.",0,1,1,0,0,0,0,0,0,0
Turkish ALs,86,618,A passenger in seat 52C constantly pointed out the female without the mask to the crew who seemed content to let her travel mask free within a metre of other passengers in a confined space.,0,1,1,0,0,0,0,0,0,0
Turkish ALs,86,619,It gets better.,0,0,0,0,0,2,0,0,0,0
Turkish ALs,86,620,"A meal time with the passenger without the mask just settling back in her reclined seat, meals were served.",0,0,1,0,0,0,0,5,0,0
Turkish ALs,86,621,"My wife , as she received the meal from the “Hygiene Expert” requested that the seat in front of her ( Maskless) be returned to the upright position whilst she ate.",0,0,0,0,0,0,0,0,0,0
Turkish ALs,86,622,"The Hygiene Expert spoke to the passenger, STILL without a mask , asking her to return the seat to the upright position.",0,3,3,0,0,0,0,0,0,0
Turkish ALs,86,623,"The passenger responded by saying “NO, I’m going to sleep”",0,0,0,0,0,0,0,0,0,0
Turkish ALs,86,624,"Straight into the crew members face , without a mask.",0,0,2,0,0,0,0,0,0,0
Turkish ALs,86,625,"The Hygiene Expert then said to my wife “ she won’t do it, she wants to sleep, what can I do?”",0,1,1,0,0,0,0,0,0,0
Turkish ALs,86,626,"We were flabbergasted, my wife spoke to the female passenger who finally , reluctantly agreed to return her seta upright.",0,1,1,0,0,0,0,0,0,0
Turkish ALs,86,627,"With that the cabin crew member made off, leaving the passenger in front of us mask free.",0,1,1,0,0,0,0,0,0,0
Turkish ALs,86,628,"I then saw on many occasions maskless passengers standing, talking in the aisles whilst crew members struggled to get by them.",0,1,1,0,0,0,0,0,0,0
Turkish ALs,86,629,No mask challenges were made.,0,1,1,0,0,0,0,0,0,0
Turkish ALs,86,630,"I have photographs and videos of the Hygiene Expert manoeuvring past them, without any sort of “Put your Mask on”",0,1,1,0,0,0,0,0,0,0
Turkish ALs,86,631,"After 8 hours of this chaotic scene, the Hygiene Expert suddenly appeared and challenged the maskless woman in front of us, saying “ you have refused to do anything on this flight, you have been 8 hours without a mask, we can contact the police , do you know that?",0,5,5,0,0,0,0,0,0,0
Turkish ALs,86,632,I want your name and passport number,0,5,5,0,0,0,0,0,0,0
Turkish ALs,86,633,“The woman produced a Ukrainian Passport and the details were taken.,0,5,5,0,0,0,0,0,0,0
Turkish ALs,86,634,"I had the pleasure of seeing her full smile as she spoke with some other passenger , still without the mask.",0,1,1,0,0,0,0,0,0,0
Turkish ALs,86,635,"The mask wearing for her did not however appear to be a problem when I saw here shopping in the Istanbul Duty free, the mask was being properly worn.",0,1,1,0,0,0,0,0,0,0
Turkish ALs,86,636,After reflecting on our travel experiences with Turkish Airline I decided to write to them to offer them some feedback and provided them with my mobile number should they wish to discuss the matter.,0,0,1,0,0,0,0,0,0,0
Turkish ALs,86,637,"I also pointed out that I had photos and videos of the passenger conduct on board their flight, and staff members who were no fulfilling their role.",0,1,1,0,0,0,0,0,0,0
Turkish ALs,86,638,"I received a reply that no complaints were made on the relevant flight, hope you fly with us again!",0,0,0,0,0,0,0,0,0,0
Turkish ALs,86,639,"I messaged Turkish Airlines via Facebook and they initiated a further complaint case, but, after a few days I received the same reply, ….",0,0,0,0,1,0,0,0,0,0
Turkish ALs,86,640,"Hepa filters, air changed every 3 minutes, no Complaints were made at the time.",0,0,0,0,2,0,0,0,0,0
Turkish ALs,86,641,Hope I travel with them again.,0,0,0,0,2,0,0,0,0,0
Turkish ALs,86,642,"I can assure them, and you, that having been exposed to high risk on board their flight with maskless passengers wandering around the aircraft unchallenged , passengers eating at the same time next to me, and pretty much an inference that my account has been made up, I will never set foot an one of their aircrafts again.",0,1,1,1,1,1,0,1,0,0
Turkish ALs,86,643,One part of the on board message assure us passengers that “ We are smiling at you behind our masks”,0,5,5,0,0,0,0,0,0,0
Turkish ALs,86,644,"No, You're laughing at us.",0,0,1,1,0,0,0,0,0,0
Turkish ALs,87,645,"Don’t provide free internet, no fountain drinking water available, poor staff at checkin causing long waits and delays in flights.",0,1,0,0,1,0,1,1,0,0
Turkish ALs,87,646,Don’t provide food vouchers when flights delayed at instanbul airport,0,0,0,0,1,0,0,1,0,0
Turkish ALs,88,647,This is by far the worst airline I've been on.,0,0,0,1,0,0,0,0,0,0
Turkish ALs,88,648,I've traveled the world and have not been treated like this ever.,0,0,1,0,1,0,0,0,0,0
Turkish ALs,88,649,I'm a Google expert reviewer and do not recommend this flight to anyone.,0,0,0,1,0,1,0,0,0,0
Turkish ALs,88,650,My name is Faiz Rauf and I am not a happy traveler on Turkish Airlines,0,0,0,1,0,0,0,0,0,0
Turkish ALs,89,651,One of the most cheaper companies.,0,0,0,5,0,0,0,0,0,0
Turkish ALs,89,652,They use other plane for the travel.,0,0,0,0,0,0,0,0,0,0
Turkish ALs,89,653,Avoid them.,0,0,0,1,0,0,0,0,0,0
Turkish ALs,89,654,They make contracts with our airlines and all their promotions about wide seats is fake.,0,0,0,0,0,0,0,0,1,0
Turkish ALs,90,655,I arrived at the check-in desk 1 hour 20 minutes before my flight and the manager barked at me that they closed the registration half an hour ago.,0,1,0,0,1,0,0,0,0,0
Turkish ALs,90,656,Closing check-in almost two hours before a flight is just ridiculous!,0,0,0,0,1,0,0,0,0,0
Turkish ALs,90,657,This makes me believe that they oversold tickets and closed registration when filled up all seats.,0,0,0,0,1,0,0,0,0,0
Turkish ALs,90,658,I lost a lot of money and time because of this.,0,0,0,0,1,0,0,0,0,0
Turkish ALs,90,659,"Very disappointed, will not choose this airline again.",0,0,0,1,0,0,0,0,0,0
Turkish ALs,91,660,"To whom it may concern, I would like to inform you about a very disappointing experience my family had with your airlines today.",0,0,0,1,0,0,0,0,0,0
Turkish ALs,91,661,"I have purchased tickets for my grandparents whom are 70 years old, in a wheelchair and speak no English to fly from Ukraine to Sydney, Australia.",0,0,0,0,0,0,0,0,0,0
Turkish ALs,91,662,During their transit at Istanbul they got denied access onboard due to not having an exemption flight paper.,0,0,0,0,1,0,0,0,0,0
Turkish ALs,91,663,We got this sorted within an hour and have received the exemption form after which one of the Turkish Airlines representatives charged these poor elderly people an extra 2 thousand dollars for a flight which departs IN 3 DAYS.,0,0,0,0,1,0,0,0,0,0
Turkish ALs,91,664,This was done knowing that they speak no English and that they are old.,0,0,0,0,1,0,0,0,0,0
Turkish ALs,91,665,THEY WERE ROBBED AND TAKEN ADVANTAGE OF.,0,0,0,0,1,0,0,0,0,0
Turkish ALs,91,666,This will be taken to fair trading to make sure no elderly person ever has to go through this again.,0,0,0,0,1,0,0,0,0,0
Turkish ALs,91,667,You denied a refund for the first flight AND the second ticket too which we tried to reschedule.,0,0,0,0,1,0,0,0,0,0
Turkish ALs,91,668,"In every attempt to help my grandparents out I was denied help, denied to reschedule and denied our money back EVEN THO THIS WAS CLEARLY A SCAM.",0,0,0,0,1,0,0,0,0,0
Turkish ALs,91,669,This will be taken to court and fair trading to ensure that no other elderly person experiences this again.,0,0,0,0,1,0,0,0,0,0
Turkish ALs,91,670,This is sad and money desperate.,0,0,0,0,1,0,0,0,0,0
Turkish ALs,91,671,They are still in the middle of Istanbul with no money and no help.,0,0,0,0,1,0,0,0,0,0
Turkish ALs,91,672,So pathetic and disgusting.,0,0,0,0,1,0,0,0,0,0
Turkish ALs,91,673,You have no care for your customers.,0,0,0,0,1,0,0,0,0,0
Turkish ALs,91,674,Just because they are old and foreign doesn’t give you the right to take advantage.,0,0,0,0,1,0,0,0,0,0
Turkish ALs,91,675,Sent from my iPhone,0,0,0,0,0,0,0,0,0,0
Turkish ALs,92,676,I arrived at the check-in desk 1 hour 20 minutes before my flight and the manager barked at me that they closed the registration half an hour ago.,0,1,0,0,1,0,0,0,0,0
Turkish ALs,92,677,Closing check-in almost two hours before a flight is just ridiculous!,0,0,0,0,1,0,0,0,0,0
Turkish ALs,92,678,This makes me believe that they oversold tickets and closed registration when filled up all seats.,0,0,0,0,1,0,0,0,0,0
Turkish ALs,92,679,I lost a lot of money and time because of this.,0,0,0,0,1,0,0,0,0,0
Turkish ALs,92,680,"Very disappointed, will not choose this airline again.",0,0,0,1,0,0,0,0,0,0
Turkish ALs,93,681,My flight was on 12/14/21 last week.,0,0,0,0,0,0,0,0,0,0
Turkish ALs,93,682,I tried to contact their office in Tehran several times to ask about Covid registrations but they didn't answer and one time that they did there was a message in Turkish!!!,0,0,0,0,1,0,0,0,0,0
Turkish ALs,93,683,Who the hell is supposed to understand Turkish there?,0,0,0,0,1,0,0,0,0,0
Turkish ALs,93,684,"Finally I took the test on 12/12/21, 2 days before flight.",0,0,0,0,0,0,0,0,0,0
Turkish ALs,93,685,"Here's the worst part: when I went to the airport to check in, they told me my test results are not valid, it has to be 24 hours before flight!!!",0,0,0,0,1,0,0,0,0,0
Turkish ALs,93,686,How am I supposed to know that?!,0,0,0,0,1,0,0,0,0,0
Turkish ALs,93,687,"They didn't even email me about this new regulations which, as they said, was from a week before!!!",0,0,0,0,1,0,0,0,0,0
Turkish ALs,93,688,I am a frequent flyer and assumed the test should be within 72 hours.,0,0,0,0,1,0,0,0,0,0
Turkish ALs,94,689,"I took four Turkish Airlines flights within the month of November, 2021.",0,0,0,0,0,0,0,0,0,0
Turkish ALs,94,690,Each flight had an on-time departure and each arrived earlier than their scheduled landing time.,0,0,0,0,0,5,0,0,0,0
Turkish ALs,94,691,On each flight the service was extremely professional and very proficient service.,0,0,5,0,0,0,0,0,0,0
Turkish ALs,94,692,"In Beirut and Istanbul’s new airport I really enjoyed their Business Class Lounges, especially in IST.",0,0,0,0,0,0,5,0,0,0
Turkish ALs,94,693,"If you really want to have a great flight I strongly suggest that you try Turkish Airlines, you will not regret it, trust me.",0,0,0,5,0,5,0,0,0,0
Turkish ALs,95,694,"It was a very horrible customer service ticketing, different informations and one of them even gave me a wrong information, made me almost won't be able to get the flight in 24h.",0,0,0,0,1,0,0,0,0,0
Turkish ALs,95,695,Stressful not very hopeful even after paying the highest class in business class they seemed never care.,0,1,1,0,1,0,0,0,0,0
Turkish ALs,95,696,Need to learn how to talk to a customer especially for a new customer that willing to give it a try!,0,1,1,0,1,0,0,0,0,0
Turkish ALs,95,697,"One guy told me ""you are wrong and there is nothing I can do to help you""",0,1,1,0,1,0,0,0,0,0
Turkish ALs,95,698,Was a waste of money!,0,0,0,1,0,0,0,0,0,0
Turkish ALs,96,699,"Hello, My name is Marwa Hijazi.",0,0,0,0,0,0,0,0,0,0
